,species_common_name,period,ace_transfer_price,starting_year,fishing_year,wt_ace_2,wt_ace_1
636,Jack mackerel,Starting Oct 2014,0.122996667,2014,2015,,0.0922475
637,Jack mackerel,Starting Oct 2015,0.12574843,2015,2015,0.031437107,
637,Jack mackerel,Starting Oct 2015,0.12574843,2015,2016,,0.094311322
638,Jack mackerel,Starting Oct 2016,0.119635592,2016,2016,0.029908898,
638,Jack mackerel,Starting Oct 2016,0.119635592,2016,2017,,0.089726694
639,Jack mackerel,Starting Oct 2017,0.12650159,2017,2017,0.031625397,
639,Jack mackerel,Starting Oct 2017,0.12650159,2017,2018,,0.094876192
640,Jack mackerel,Starting Oct 2018,0.111923708,2018,2018,0.027980927,
640,Jack mackerel,Starting Oct 2018,0.111923708,2018,2019,,0.083942781
641,Jack mackerel,Starting Oct 2019,0.141254202,2019,2019,0.035313551,
641,Jack mackerel,Starting Oct 2019,0.141254202,2019,2020,,0.105940652
642,Jack mackerel,Starting Oct 2020,0.14389062,2020,2020,0.035972655,
642,Jack mackerel,Starting Oct 2020,0.14389062,2020,2021,,0.107917965
643,Jack mackerel,Starting Oct 2021,0.14673798,2021,2021,0.036684495,
643,Jack mackerel,Starting Oct 2021,0.14673798,2021,2022,,0.110053485
644,John Dory,Starting Oct 2001,1.015618477,2001,2001,0.253904619,
644,John Dory,Starting Oct 2001,1.015618477,2001,2002,,0.761713858
645,John Dory,Starting Oct 2002,1.18429548,2002,2002,0.29607387,
645,John Dory,Starting Oct 2002,1.18429548,2002,2003,,0.88822161
646,John Dory,Starting Oct 2003,1.080214693,2003,2003,0.270053673,
646,John Dory,Starting Oct 2003,1.080214693,2003,2004,,0.810161019
647,John Dory,Starting Oct 2004,1.068428708,2004,2004,0.267107177,
647,John Dory,Starting Oct 2004,1.068428708,2004,2005,,0.801321531
648,John Dory,Starting Oct 2005,0.953705759,2005,2005,0.23842644,
648,John Dory,Starting Oct 2005,0.953705759,2005,2006,,0.715279319
649,John Dory,Starting Oct 2006,0.998266243,2006,2006,0.249566561,
649,John Dory,Starting Oct 2006,0.998266243,2006,2007,,0.748699683
650,John Dory,Starting Oct 2007,1.198805002,2007,2007,0.299701251,
650,John Dory,Starting Oct 2007,1.198805002,2007,2008,,0.899103752
651,John Dory,Starting Oct 2008,1.221802267,2008,2008,0.305450567,
651,John Dory,Starting Oct 2008,1.221802267,2008,2009,,0.9163517
652,John Dory,Starting Oct 2009,1.140044655,2009,2009,0.285011164,
652,John Dory,Starting Oct 2009,1.140044655,2009,2010,,0.855033491
653,John Dory,Starting Oct 2010,1.124326379,2010,2010,0.281081595,
653,John Dory,Starting Oct 2010,1.124326379,2010,2011,,0.843244784
654,John Dory,Starting Oct 2011,1.260090631,2011,2011,0.315022658,
654,John Dory,Starting Oct 2011,1.260090631,2011,2012,,0.945067973
655,John Dory,Starting Oct 2012,1.144596341,2012,2012,0.286149085,
655,John Dory,Starting Oct 2012,1.144596341,2012,2013,,0.858447256
656,John Dory,Starting Oct 2013,1.131985923,2013,2013,0.282996481,
656,John Dory,Starting Oct 2013,1.131985923,2013,2014,,0.848989443
657,John Dory,Starting Oct 2014,1.14836358,2014,2014,0.287090895,
657,John Dory,Starting Oct 2014,1.14836358,2014,2015,,0.861272685
658,John Dory,Starting Oct 2015,1.203677983,2015,2015,0.300919496,
658,John Dory,Starting Oct 2015,1.203677983,2015,2016,,0.902758487
659,John Dory,Starting Oct 2016,1.318871428,2016,2016,0.329717857,
659,John Dory,Starting Oct 2016,1.318871428,2016,2017,,0.989153571
660,John Dory,Starting Oct 2017,1.30732138,2017,2017,0.326830345,
660,John Dory,Starting Oct 2017,1.30732138,2017,2018,,0.980491035
661,John Dory,Starting Oct 2018,1.312717937,2018,2018,0.328179484,
661,John Dory,Starting Oct 2018,1.312717937,2018,2019,,0.984538453
662,John Dory,Starting Oct 2019,1.65048272,2019,2019,0.41262068,
662,John Dory,Starting Oct 2019,1.65048272,2019,2020,,1.23786204
663,John Dory,Starting Oct 2020,1.331285855,2020,2020,0.332821464,
663,John Dory,Starting Oct 2020,1.331285855,2020,2021,,0.998464392
664,John Dory,Starting Oct 2021,1.416350325,2021,2021,0.354087581,
664,John Dory,Starting Oct 2021,1.416350325,2021,2022,,1.062262744
665,Kahawai,Starting Oct 2004,0.186653238,2004,2004,0.04666331,
665,Kahawai,Starting Oct 2004,0.186653238,2004,2005,,0.139989929
666,Kahawai,Starting Oct 2005,0.199260368,2005,2005,0.049815092,
666,Kahawai,Starting Oct 2005,0.199260368,2005,2006,,0.149445276
667,Kahawai,Starting Oct 2006,0.191187069,2006,2006,0.047796767,
667,Kahawai,Starting Oct 2006,0.191187069,2006,2007,,0.143390302
668,Kahawai,Starting Oct 2007,0.217750909,2007,2007,0.054437727,
668,Kahawai,Starting Oct 2007,0.217750909,2007,2008,,0.163313182
669,Kahawai,Starting Oct 2008,0.251663915,2008,2008,0.062915979,
669,Kahawai,Starting Oct 2008,0.251663915,2008,2009,,0.188747937
670,Kahawai,Starting Oct 2009,0.26436139,2009,2009,0.066090348,
670,Kahawai,Starting Oct 2009,0.26436139,2009,2010,,0.198271043
671,Kahawai,Starting Oct 2010,0.269264669,2010,2010,0.067316167,
671,Kahawai,Starting Oct 2010,0.269264669,2010,2011,,0.201948502
672,Kahawai,Starting Oct 2011,0.249855792,2011,2011,0.062463948,
672,Kahawai,Starting Oct 2011,0.249855792,2011,2012,,0.187391844
673,Kahawai,Starting Oct 2012,0.268071954,2012,2012,0.067017988,
673,Kahawai,Starting Oct 2012,0.268071954,2012,2013,,0.201053965
674,Kahawai,Starting Oct 2013,0.276319056,2013,2013,0.069079764,
674,Kahawai,Starting Oct 2013,0.276319056,2013,2014,,0.207239292
675,Kahawai,Starting Oct 2014,0.291785983,2014,2014,0.072946496,
675,Kahawai,Starting Oct 2014,0.291785983,2014,2015,,0.218839487
676,Kahawai,Starting Oct 2015,0.286553741,2015,2015,0.071638435,
676,Kahawai,Starting Oct 2015,0.286553741,2015,2016,,0.214915306
677,Kahawai,Starting Oct 2016,0.292635729,2016,2016,0.073158932,
677,Kahawai,Starting Oct 2016,0.292635729,2016,2017,,0.219476797
678,Kahawai,Starting Oct 2017,0.288054078,2017,2017,0.07201352,
678,Kahawai,Starting Oct 2017,0.288054078,2017,2018,,0.216040559
679,Kahawai,Starting Oct 2018,0.284850342,2018,2018,0.071212586,
679,Kahawai,Starting Oct 2018,0.284850342,2018,2019,,0.213637757
680,Kahawai,Starting Oct 2019,0.339004635,2019,2019,0.084751159,
680,Kahawai,Starting Oct 2019,0.339004635,2019,2020,,0.254253477
681,Kahawai,Starting Oct 2020,0.334370815,2020,2020,0.083592704,
681,Kahawai,Starting Oct 2020,0.334370815,2020,2021,,0.250778111
682,Kahawai,Starting Oct 2021,0.409491528,2021,2021,0.102372882,
682,Kahawai,Starting Oct 2021,0.409491528,2021,2022,,0.307118646
683,Kina,Starting Oct 2002,0.604786369,2002,2002,0.151196592,
683,Kina,Starting Oct 2002,0.604786369,2002,2003,,0.453589777
684,Kina,Starting Oct 2003,0.750391453,2003,2003,0.187597863,
684,Kina,Starting Oct 2003,0.750391453,2003,2004,,0.56279359
685,Kina,Starting Oct 2004,0.835006623,2004,2004,0.208751656,
685,Kina,Starting Oct 2004,0.835006623,2004,2005,,0.626254967
686,Kina,Starting Oct 2005,0.511690904,2005,2005,0.127922726,
686,Kina,Starting Oct 2005,0.511690904,2005,2006,,0.383768178
687,Kina,Starting Oct 2006,0.577329412,2006,2006,0.144332353,
687,Kina,Starting Oct 2006,0.577329412,2006,2007,,0.432997059
688,Kina,Starting Oct 2007,0.514938704,2007,2007,0.128734676,
688,Kina,Starting Oct 2007,0.514938704,2007,2008,,0.386204028
689,Kina,Starting Oct 2008,0.552725609,2008,2008,0.138181402,
689,Kina,Starting Oct 2008,0.552725609,2008,2009,,0.414544207
690,Kina,Starting Oct 2009,0.58757573,2009,2009,0.146893932,
690,Kina,Starting Oct 2009,0.58757573,2009,2010,,0.440681797
691,Kina,Starting Oct 2010,0.558399619,2010,2010,0.139599905,
691,Kina,Starting Oct 2010,0.558399619,2010,2011,,0.418799714
692,Kina,Starting Oct 2011,0.459909177,2011,2011,0.114977294,
692,Kina,Starting Oct 2011,0.459909177,2011,2012,,0.344931883
693,Kina,Starting Oct 2012,0.555479142,2012,2012,0.138869786,
693,Kina,Starting Oct 2012,0.555479142,2012,2013,,0.416609357
694,Kina,Starting Oct 2013,0.514103541,2013,2013,0.128525885,
694,Kina,Starting Oct 2013,0.514103541,2013,2014,,0.385577655
695,Kina,Starting Oct 2014,0.571052661,2014,2014,0.142763165,
695,Kina,Starting Oct 2014,0.571052661,2014,2015,,0.428289496
696,Kina,Starting Oct 2015,0.742815863,2015,2015,0.185703966,
696,Kina,Starting Oct 2015,0.742815863,2015,2016,,0.557111898
697,Kina,Starting Oct 2016,0.729606478,2016,2016,0.182401619,
697,Kina,Starting Oct 2016,0.729606478,2016,2017,,0.547204858
698,Kina,Starting Oct 2017,0.761496181,2017,2017,0.190374045,
698,Kina,Starting Oct 2017,0.761496181,2017,2018,,0.571122136
699,Kina,Starting Oct 2018,0.783473447,2018,2018,0.195868362,
699,Kina,Starting Oct 2018,0.783473447,2018,2019,,0.587605085
700,Kina,Starting Oct 2019,0.689574393,2019,2019,0.172393598,
700,Kina,Starting Oct 2019,0.689574393,2019,2020,,0.517180795
701,Kina,Starting Oct 2020,0.629287078,2020,2020,0.15732177,
701,Kina,Starting Oct 2020,0.629287078,2020,2021,,0.471965309
702,Kina,Starting Oct 2021,0.630398806,2021,2021,0.157599702,
702,Kina,Starting Oct 2021,0.630398806,2021,2022,,0.472799105
703,King Crab,Starting Oct 2003,2.111991574,2003,2003,0.527997894,
703,King Crab,Starting Oct 2003,2.111991574,2003,2004,,1.583993681
704,King Crab,Starting Oct 2004,2.855788505,2004,2004,0.713947126,
704,King Crab,Starting Oct 2004,2.855788505,2004,2005,,2.141841379
705,King Crab,Starting Oct 2005,2.94447181,2005,2005,0.736117953,
705,King Crab,Starting Oct 2005,2.94447181,2005,2006,,2.208353858
706,King Crab,Starting Oct 2006,2.6594003,2006,2006,0.664850075,
706,King Crab,Starting Oct 2006,2.6594003,2006,2007,,1.994550225
707,King Crab,Starting Oct 2007,2.648425048,2007,2007,0.662106262,
707,King Crab,Starting Oct 2007,2.648425048,2007,2008,,1.986318786
708,King Crab,Starting Oct 2008,2.827760029,2008,2008,0.706940007,
708,King Crab,Starting Oct 2008,2.827760029,2008,2009,,2.120820021
709,King Crab,Starting Oct 2009,2.717439103,2009,2009,0.679359776,
18,King Crab,Starting Apr 2010,0.673801051,2010,2010,0.505350788,
709,King Crab,Starting Oct 2009,2.717439103,2009,2010,,2.038079327
710,King Crab,Starting Oct 2010,2.469114416,2010,2010,0.617278604,
18,King Crab,Starting Apr 2010,0.673801051,2010,2011,,0.168450263
19,King Crab,Starting Apr 2011,0.5999,2011,2011,0.449925,
710,King Crab,Starting Oct 2010,2.469114416,2010,2011,,1.851835812
711,King Crab,Starting Oct 2011,2.485215891,2011,2011,0.621303973,
19,King Crab,Starting Apr 2011,0.5999,2011,2012,,0.149975
711,King Crab,Starting Oct 2011,2.485215891,2011,2012,,1.863911919
712,King Crab,Starting Oct 2012,2.743795031,2012,2012,0.685948758,
20,King Crab,Starting Apr 2013,0.814564503,2013,2013,0.610923377,
712,King Crab,Starting Oct 2012,2.743795031,2012,2013,,2.057846273
713,King Crab,Starting Oct 2013,3.365817309,2013,2013,0.841454327,
20,King Crab,Starting Apr 2013,0.814564503,2013,2014,,0.203641126
21,King Crab,Starting Apr 2014,1.03868873,2014,2014,0.779016548,
713,King Crab,Starting Oct 2013,3.365817309,2013,2014,,2.524362982
714,King Crab,Starting Oct 2014,3.658915402,2014,2014,0.91472885,
21,King Crab,Starting Apr 2014,1.03868873,2014,2015,,0.259672183
22,King Crab,Starting Apr 2015,1.165762418,2015,2015,0.874321814,
714,King Crab,Starting Oct 2014,3.658915402,2014,2015,,2.744186551
715,King Crab,Starting Oct 2015,3.638607339,2015,2015,0.909651835,
22,King Crab,Starting Apr 2015,1.165762418,2015,2016,,0.291440605
23,King Crab,Starting Apr 2016,0.5366,2016,2016,0.40245,
715,King Crab,Starting Oct 2015,3.638607339,2015,2016,,2.728955504
716,King Crab,Starting Oct 2016,3.920428143,2016,2016,0.980107036,
23,King Crab,Starting Apr 2016,0.5366,2016,2017,,0.13415
24,King Crab,Starting Apr 2017,1.161956734,2017,2017,0.87146755,
716,King Crab,Starting Oct 2016,3.920428143,2016,2017,,2.940321107
717,King Crab,Starting Oct 2017,4.571082878,2017,2017,1.142770719,
24,King Crab,Starting Apr 2017,1.161956734,2017,2018,,0.290489183
717,King Crab,Starting Oct 2017,4.571082878,2017,2018,,3.428312158
718,King Crab,Starting Oct 2018,4.412829281,2018,2018,1.10320732,
718,King Crab,Starting Oct 2018,4.412829281,2018,2019,,3.309621961
719,King Crab,Starting Oct 2019,4.419132234,2019,2019,1.104783059,
719,King Crab,Starting Oct 2019,4.419132234,2019,2020,,3.314349176
720,King Crab,Starting Oct 2020,4.386561934,2020,2020,1.096640484,
720,King Crab,Starting Oct 2020,4.386561934,2020,2021,,3.289921451
721,King Crab,Starting Oct 2021,3.334454966,2021,2021,0.833613742,
721,King Crab,Starting Oct 2021,3.334454966,2021,2022,,2.500841225
25,Large trough shell,Starting Apr 2004,0.6544,2004,2004,0.4908,
25,Large trough shell,Starting Apr 2004,0.6544,2004,2005,,0.1636
26,Large trough shell,Starting Apr 2005,0.916,2005,2005,0.687,
26,Large trough shell,Starting Apr 2005,0.916,2005,2006,,0.229
27,Large trough shell,Starting Apr 2006,0.95,2006,2006,0.7125,
27,Large trough shell,Starting Apr 2006,0.95,2006,2007,,0.2375
28,Large trough shell,Starting Apr 2017,1,2017,2017,0.75,
28,Large trough shell,Starting Apr 2017,1,2017,2018,,0.25
722,Leatherjacket,Starting Oct 2003,0.096936344,2003,2003,0.024234086,
722,Leatherjacket,Starting Oct 2003,0.096936344,2003,2004,,0.072702258
723,Leatherjacket,Starting Oct 2004,0.072904976,2004,2004,0.018226244,
723,Leatherjacket,Starting Oct 2004,0.072904976,2004,2005,,0.054678732
724,Leatherjacket,Starting Oct 2005,0.079642998,2005,2005,0.019910749,
724,Leatherjacket,Starting Oct 2005,0.079642998,2005,2006,,0.059732248
725,Leatherjacket,Starting Oct 2006,0.071924643,2006,2006,0.017981161,
725,Leatherjacket,Starting Oct 2006,0.071924643,2006,2007,,0.053943482
726,Leatherjacket,Starting Oct 2007,0.084627504,2007,2007,0.021156876,
726,Leatherjacket,Starting Oct 2007,0.084627504,2007,2008,,0.063470628
727,Leatherjacket,Starting Oct 2008,0.070179058,2008,2008,0.017544764,
727,Leatherjacket,Starting Oct 2008,0.070179058,2008,2009,,0.052634293
728,Leatherjacket,Starting Oct 2009,0.072501311,2009,2009,0.018125328,
728,Leatherjacket,Starting Oct 2009,0.072501311,2009,2010,,0.054375983
729,Leatherjacket,Starting Oct 2010,0.087320348,2010,2010,0.021830087,
729,Leatherjacket,Starting Oct 2010,0.087320348,2010,2011,,0.065490261
730,Leatherjacket,Starting Oct 2011,0.089904231,2011,2011,0.022476058,
730,Leatherjacket,Starting Oct 2011,0.089904231,2011,2012,,0.067428173
731,Leatherjacket,Starting Oct 2012,0.081151644,2012,2012,0.020287911,
731,Leatherjacket,Starting Oct 2012,0.081151644,2012,2013,,0.060863733
732,Leatherjacket,Starting Oct 2013,0.131104184,2013,2013,0.032776046,
732,Leatherjacket,Starting Oct 2013,0.131104184,2013,2014,,0.098328138
733,Leatherjacket,Starting Oct 2014,0.20420086,2014,2014,0.051050215,
733,Leatherjacket,Starting Oct 2014,0.20420086,2014,2015,,0.153150645
734,Leatherjacket,Starting Oct 2015,0.239924599,2015,2015,0.05998115,
734,Leatherjacket,Starting Oct 2015,0.239924599,2015,2016,,0.179943449
735,Leatherjacket,Starting Oct 2016,0.111304233,2016,2016,0.027826058,
735,Leatherjacket,Starting Oct 2016,0.111304233,2016,2017,,0.083478175
736,Leatherjacket,Starting Oct 2017,0.117355097,2017,2017,0.029338774,
736,Leatherjacket,Starting Oct 2017,0.117355097,2017,2018,,0.088016323
737,Leatherjacket,Starting Oct 2018,0.137172691,2018,2018,0.034293173,
737,Leatherjacket,Starting Oct 2018,0.137172691,2018,2019,,0.102879518
738,Leatherjacket,Starting Oct 2019,0.146002304,2019,2019,0.036500576,
738,Leatherjacket,Starting Oct 2019,0.146002304,2019,2020,,0.109501728
739,Leatherjacket,Starting Oct 2020,0.141815506,2020,2020,0.035453877,
739,Leatherjacket,Starting Oct 2020,0.141815506,2020,2021,,0.10636163
740,Leatherjacket,Starting Oct 2021,0.166634061,2021,2021,0.041658515,
740,Leatherjacket,Starting Oct 2021,0.166634061,2021,2022,,0.124975546
741,Ling,Starting Oct 2001,0.970752495,2001,2001,0.242688124,
741,Ling,Starting Oct 2001,0.970752495,2001,2002,,0.728064371
742,Ling,Starting Oct 2002,1.102026622,2002,2002,0.275506656,
742,Ling,Starting Oct 2002,1.102026622,2002,2003,,0.826519967
743,Ling,Starting Oct 2003,0.953366028,2003,2003,0.238341507,
743,Ling,Starting Oct 2003,0.953366028,2003,2004,,0.715024521
744,Ling,Starting Oct 2004,0.949022558,2004,2004,0.23725564,
744,Ling,Starting Oct 2004,0.949022558,2004,2005,,0.711766919
745,Ling,Starting Oct 2005,0.909313989,2005,2005,0.227328497,
745,Ling,Starting Oct 2005,0.909313989,2005,2006,,0.681985492
746,Ling,Starting Oct 2006,0.936101435,2006,2006,0.234025359,
746,Ling,Starting Oct 2006,0.936101435,2006,2007,,0.702076077
747,Ling,Starting Oct 2007,0.927275407,2007,2007,0.231818852,
747,Ling,Starting Oct 2007,0.927275407,2007,2008,,0.695456555
748,Ling,Starting Oct 2008,1.019472377,2008,2008,0.254868094,
748,Ling,Starting Oct 2008,1.019472377,2008,2009,,0.764604283
749,Ling,Starting Oct 2009,1.011966668,2009,2009,0.252991667,
749,Ling,Starting Oct 2009,1.011966668,2009,2010,,0.758975001
750,Ling,Starting Oct 2010,1.094947991,2010,2010,0.273736998,
750,Ling,Starting Oct 2010,1.094947991,2010,2011,,0.821210993
751,Ling,Starting Oct 2011,1.121302218,2011,2011,0.280325554,
751,Ling,Starting Oct 2011,1.121302218,2011,2012,,0.840976663
752,Ling,Starting Oct 2012,1.192790926,2012,2012,0.298197731,
752,Ling,Starting Oct 2012,1.192790926,2012,2013,,0.894593194
753,Ling,Starting Oct 2013,1.286032026,2013,2013,0.321508007,
753,Ling,Starting Oct 2013,1.286032026,2013,2014,,0.96452402
754,Ling,Starting Oct 2014,1.543968762,2014,2014,0.385992191,
754,Ling,Starting Oct 2014,1.543968762,2014,2015,,1.157976572
755,Ling,Starting Oct 2015,1.44831425,2015,2015,0.362078562,
755,Ling,Starting Oct 2015,1.44831425,2015,2016,,1.086235687
756,Ling,Starting Oct 2016,1.471170165,2016,2016,0.367792541,
756,Ling,Starting Oct 2016,1.471170165,2016,2017,,1.103377623
757,Ling,Starting Oct 2017,1.176394272,2017,2017,0.294098568,
757,Ling,Starting Oct 2017,1.176394272,2017,2018,,0.882295704
758,Ling,Starting Oct 2018,1.560982752,2018,2018,0.390245688,
758,Ling,Starting Oct 2018,1.560982752,2018,2019,,1.170737064
759,Ling,Starting Oct 2019,1.171479309,2019,2019,0.292869827,
759,Ling,Starting Oct 2019,1.171479309,2019,2020,,0.878609482
760,Ling,Starting Oct 2020,1.17927338,2020,2020,0.294818345,
760,Ling,Starting Oct 2020,1.17927338,2020,2021,,0.884455035
761,Ling,Starting Oct 2021,1.330452121,2021,2021,0.33261303,
761,Ling,Starting Oct 2021,1.330452121,2021,2022,,0.997839091
762,Long-finned eel,Starting Oct 2006,5.7801,2006,2006,1.445025,
762,Long-finned eel,Starting Oct 2006,5.7801,2006,2007,,4.335075
763,Long-finned eel,Starting Oct 2012,2.077012718,2012,2012,0.519253179,
763,Long-finned eel,Starting Oct 2012,2.077012718,2012,2013,,1.557759538
764,Long-finned eel,Starting Oct 2013,2.527430574,2013,2013,0.631857643,
764,Long-finned eel,Starting Oct 2013,2.527430574,2013,2014,,1.89557293
765,Long-finned eel,Starting Oct 2014,2.494949634,2014,2014,0.623737408,
765,Long-finned eel,Starting Oct 2014,2.494949634,2014,2015,,1.871212225
766,Long-finned eel,Starting Oct 2015,2.504394595,2015,2015,0.626098649,
766,Long-finned eel,Starting Oct 2015,2.504394595,2015,2016,,1.878295947
767,Long-finned eel,Starting Oct 2016,2.489634982,2016,2016,0.622408745,
767,Long-finned eel,Starting Oct 2016,2.489634982,2016,2017,,1.867226236
768,Long-finned eel,Starting Oct 2017,2.451980352,2017,2017,0.612995088,
768,Long-finned eel,Starting Oct 2017,2.451980352,2017,2018,,1.838985264
769,Long-finned eel,Starting Oct 2018,2,2018,2018,0.5,
769,Long-finned eel,Starting Oct 2018,2,2018,2019,,1.5
770,Lookdown Dory,Starting Oct 2004,0.203486792,2004,2004,0.050871698,
770,Lookdown Dory,Starting Oct 2004,0.203486792,2004,2005,,0.152615094
771,Lookdown Dory,Starting Oct 2005,0.147238015,2005,2005,0.036809504,
771,Lookdown Dory,Starting Oct 2005,0.147238015,2005,2006,,0.110428511
772,Lookdown Dory,Starting Oct 2006,0.140800317,2006,2006,0.035200079,
772,Lookdown Dory,Starting Oct 2006,0.140800317,2006,2007,,0.105600238
773,Lookdown Dory,Starting Oct 2007,0.120237942,2007,2007,0.030059485,
773,Lookdown Dory,Starting Oct 2007,0.120237942,2007,2008,,0.090178456
774,Lookdown Dory,Starting Oct 2008,0.10585563,2008,2008,0.026463907,
774,Lookdown Dory,Starting Oct 2008,0.10585563,2008,2009,,0.079391722
775,Lookdown Dory,Starting Oct 2009,0.116606712,2009,2009,0.029151678,
775,Lookdown Dory,Starting Oct 2009,0.116606712,2009,2010,,0.087455034
776,Lookdown Dory,Starting Oct 2010,0.115760701,2010,2010,0.028940175,
776,Lookdown Dory,Starting Oct 2010,0.115760701,2010,2011,,0.086820526
777,Lookdown Dory,Starting Oct 2011,0.146635127,2011,2011,0.036658782,
777,Lookdown Dory,Starting Oct 2011,0.146635127,2011,2012,,0.109976345
778,Lookdown Dory,Starting Oct 2012,0.149024771,2012,2012,0.037256193,
778,Lookdown Dory,Starting Oct 2012,0.149024771,2012,2013,,0.111768579
779,Lookdown Dory,Starting Oct 2013,0.164168949,2013,2013,0.041042237,
779,Lookdown Dory,Starting Oct 2013,0.164168949,2013,2014,,0.123126712
780,Lookdown Dory,Starting Oct 2014,0.142831052,2014,2014,0.035707763,
780,Lookdown Dory,Starting Oct 2014,0.142831052,2014,2015,,0.107123289
781,Lookdown Dory,Starting Oct 2015,0.123876427,2015,2015,0.030969107,
781,Lookdown Dory,Starting Oct 2015,0.123876427,2015,2016,,0.09290732
782,Lookdown Dory,Starting Oct 2016,0.108176876,2016,2016,0.027044219,
782,Lookdown Dory,Starting Oct 2016,0.108176876,2016,2017,,0.081132657
