"","fishing_period","species_code","tacc_kg","catch_kg","starting_year","species","species_common_name","period","ace_transfer_price"
"459","for 12 months to 30-09-2021","PAU",91906.4,NA,"2020","Paua","Paua","Starting Oct 2020",17.566234723316
"460","for 12 months to 30-09-2021","PIL",355000,NA,"2020","Pilchards","Pilchards","Starting Oct 2020",0.0925273722391035
"461","for 12 months to 30-09-2021","POR",22250,13945.25,"2020","Porae","Porae","Starting Oct 2020",0.841072332010041
"462","for 12 months to 30-09-2021","POS",110000,33880,"2020","Porbeagle shark","Porbeagle Shark","Starting Oct 2020",0.0926
"463","for 12 months to 30-09-2021","PPI",20400,NA,"2020","Pipi",NA,NA,NA
"464","for 12 months to 30-09-2021","PRK",3272.72727272727,NA,"2020","Prawn killer",NA,NA,NA
"465","for 12 months to 30-09-2021","PTO",49500,NA,"2020","Patagonian toothfish",NA,NA,NA
"466","for 12 months to 30-09-2021","PZL",11050,NA,"2020","Deepwater clam",NA,NA,NA
"467","for 12 months to 30-09-2021","QSC",380000,20354,"2020","Queen scallop",NA,NA,NA
"468","for 12 months to 30-09-2021","RBM",980000,405364,"2020","Ray's bream","Ray's Bream","Starting Oct 2020",0.0576
"469","for 12 months to 30-09-2021","RBT",1262500,NA,"2020","Redbait","Redbait","Starting Oct 2020",0.2111
"470","for 12 months to 30-09-2021","RBY",84800,NA,"2020","Ruby fish","Ruby Fish","Starting Oct 2020",0.0751466485882872
"471","for 12 months to 30-09-2021","RCO",1655673.4,NA,"2020","Red cod","Red Cod","Starting Oct 2020",0.106720914150604
"472","for 12 months to 30-09-2021","RIB",168300,NA,"2020","Ribaldo","Ribaldo","Starting Oct 2020",0.117473983226232
"473","for 12 months to 30-09-2021","RSK",397200,NA,"2020","Rough skate","Rough Skate","Starting Oct 2020",0.119176394366644
"474","for 12 months to 30-09-2021","RSN",48666.6666666667,NA,"2020","Red snapper","Red Snapper","Starting Oct 2020",1.39857192749307
"475","for 12 months to 30-09-2021","SCH",429512.5,NA,"2020","School shark","School Shark","Starting Oct 2020",0.778858656047425
"476","for 12 months to 30-09-2021","SCI",120363.636363636,NA,"2020","Scampi","Scampi","Starting Oct 2020",18.6799688359013
"477","for 12 months to 30-09-2021","SFE",53556.3636363636,NA,"2020","Short-finned eel",NA,NA,NA
"478","for 12 months to 30-09-2021","SKI",340000,NA,"2020","Gemfish","Gemfish","Starting Oct 2020",0.593643116981031
"479","for 12 months to 30-09-2021","SNA",1084550,NA,"2020","Snapper","Snapper","Starting Oct 2020",3.98529540227033
"480","for 12 months to 30-09-2021","SPD",1808571.42857143,NA,"2020","Spiny dogfish","Spiny Dogfish","Starting Oct 2020",0.0268704292584188
"481","for 12 months to 30-09-2021","SPE",219400,98372.3,"2020","Sea perch","Sea Perch","Starting Oct 2020",0.138122695487337
"482","for 12 months to 30-09-2021","SPO",348177.333333333,NA,"2020","Rig","Rig","Starting Oct 2020",1.06286674818177
"483","for 12 months to 30-09-2021","SPR",90000,NA,"2020","Sprats",NA,NA,NA
"484","for 12 months to 30-09-2021","SQU",20530070.25,7520275.25,"2020","Arrow squid","Arrow squid","Starting Oct 2020",0.0731652249840721
"485","for 12 months to 30-09-2021","SSK",169800,NA,"2020","Smooth skate","Smooth Skate","Starting Oct 2020",0.113948199513664
"486","for 12 months to 30-09-2021","STA",702800,NA,"2020","Stargazer","Stargazer","Starting Oct 2020",0.47938373786386
"487","for 12 months to 30-09-2021","STN",1046000,786736,"2020","Southern bluefin tuna",NA,NA,NA
"488","for 12 months to 30-09-2021","SUR",95583.3333333333,NA,"2020","Kina","Kina","Starting Oct 2020",0.629287078089586
"489","for 12 months to 30-09-2021","SWA",2780000,NA,"2020","Silver warehou","Silver Warehou","Starting Oct 2020",0.675544907197047
"490","for 12 months to 30-09-2021","SWO",885000,306510,"2020","Swordfish","Swordfish","Starting Oct 2020",0.9436
"491","for 12 months to 30-09-2021","TAR",632400,NA,"2020","Tarakihi","Tarakihi","Starting Oct 2020",1.03216616039926
"492","for 12 months to 30-09-2021","TOR",116000,40112,"2020","Pacific bluefin tuna",NA,NA,NA
"493","for 12 months to 30-09-2021","TRE",786620.6,NA,"2020","Trevally","Trevally","Starting Oct 2020",0.45287849448041
"494","for 12 months to 30-09-2021","TRU",14700,NA,"2020","Trumpeter","Trumpeter","Starting Oct 2020",0.482925265410004
"495","for 12 months to 30-09-2021","TUA",4777.77777777778,NA,"2020","Tuatua",NA,NA,NA
"496","for 12 months to 30-09-2021","WAR",752059.666666667,NA,"2020","Blue warehou","Blue Warehou","Starting Oct 2020",0.310189132843339
"497","for 12 months to 30-09-2021","WWA",415111.111111111,NA,"2020","White warehou","White Warehou","Starting Oct 2020",0.79441324944588
"498","for 12 months to 30-09-2021","YEM",6900,NA,"2020","Yellow eyed mullet","Yellow Eyed Mullet","Starting Oct 2020",0.2262935843425
"499","for 12 months to 30-09-2021","YFN",263000,24584,"2020","Yellowfin tuna",NA,NA,NA
"500",NA,"BYX",NA,NA,"2001",NA,"Alfonsino","Starting Oct 2001",0.818559045599543
"501",NA,"BYX",NA,NA,"2002",NA,"Alfonsino","Starting Oct 2002",0.979636721350094
"502",NA,"BYX",NA,NA,"2003",NA,"Alfonsino","Starting Oct 2003",1.0333457385343
"503",NA,"BYX",NA,NA,"2004",NA,"Alfonsino","Starting Oct 2004",1.07831071850898
"504",NA,"BYX",NA,NA,"2005",NA,"Alfonsino","Starting Oct 2005",0.907450259308441
"505",NA,"BYX",NA,NA,"2006",NA,"Alfonsino","Starting Oct 2006",1.00890380811606
"506",NA,"BYX",NA,NA,"2007",NA,"Alfonsino","Starting Oct 2007",0.942288844643696
"507",NA,"BYX",NA,NA,"2008",NA,"Alfonsino","Starting Oct 2008",0.901740634876515
"508",NA,"BYX",NA,NA,"2009",NA,"Alfonsino","Starting Oct 2009",0.950309045081989
"509",NA,"BYX",NA,NA,"2010",NA,"Alfonsino","Starting Oct 2010",1.01354217495237
"510",NA,"BYX",NA,NA,"2011",NA,"Alfonsino","Starting Oct 2011",0.984383999490421
"511",NA,"BYX",NA,NA,"2012",NA,"Alfonsino","Starting Oct 2012",1.10770887141646
"512",NA,"BYX",NA,NA,"2013",NA,"Alfonsino","Starting Oct 2013",1.14402068406648
"513",NA,"BYX",NA,NA,"2014",NA,"Alfonsino","Starting Oct 2014",1.10928676355687
"514",NA,"BYX",NA,NA,"2021",NA,"Alfonsino","Starting Oct 2021",1.38074571101531
"515",NA,"ANC",NA,NA,"2002",NA,"Anchovy","Starting Oct 2002",0.05
"516",NA,"ANC",NA,NA,"2003",NA,"Anchovy","Starting Oct 2003",0.0407
"517",NA,"ANC",NA,NA,"2005",NA,"Anchovy","Starting Oct 2005",0.05
"518",NA,"ANC",NA,NA,"2006",NA,"Anchovy","Starting Oct 2006",0.0249634482649693
"519",NA,"ANC",NA,NA,"2007",NA,"Anchovy","Starting Oct 2007",0.0295
"520",NA,"ANC",NA,NA,"2008",NA,"Anchovy","Starting Oct 2008",0.0249136496530075
"521",NA,"ANC",NA,NA,"2009",NA,"Anchovy","Starting Oct 2009",0.0232
"522",NA,"ANC",NA,NA,"2010",NA,"Anchovy","Starting Oct 2010",0.05
"523",NA,"ANC",NA,NA,"2012",NA,"Anchovy","Starting Oct 2012",0.0229
"524",NA,"SQU",NA,NA,"2001",NA,"Arrow squid","Starting Oct 2001",0.137672516468064
"525",NA,"SQU",NA,NA,"2002",NA,"Arrow squid","Starting Oct 2002",0.171462374362132
"526",NA,"SQU",NA,NA,"2003",NA,"Arrow squid","Starting Oct 2003",0.0579790880948228
"527",NA,"SQU",NA,NA,"2004",NA,"Arrow squid","Starting Oct 2004",0.152953679343787
"528",NA,"SQU",NA,NA,"2005",NA,"Arrow squid","Starting Oct 2005",0.184367005623948
"529",NA,"SQU",NA,NA,"2006",NA,"Arrow squid","Starting Oct 2006",0.188598568964587
"530",NA,"SQU",NA,NA,"2007",NA,"Arrow squid","Starting Oct 2007",0.156300451964927
"531",NA,"SQU",NA,NA,"2008",NA,"Arrow squid","Starting Oct 2008",0.118072469331275
"532",NA,"SQU",NA,NA,"2009",NA,"Arrow squid","Starting Oct 2009",0.143600726072058
"533",NA,"SQU",NA,NA,"2010",NA,"Arrow squid","Starting Oct 2010",0.110549280531483
"534",NA,"SQU",NA,NA,"2011",NA,"Arrow squid","Starting Oct 2011",0.106725482795758
"535",NA,"SQU",NA,NA,"2012",NA,"Arrow squid","Starting Oct 2012",0.087598776777983
"536",NA,"SQU",NA,NA,"2013",NA,"Arrow squid","Starting Oct 2013",0.128190338400339
"537",NA,"SQU",NA,NA,"2014",NA,"Arrow squid","Starting Oct 2014",0.0957877077930296
"538",NA,"SQU",NA,NA,"2021",NA,"Arrow squid","Starting Oct 2021",0.1131
"539",NA,"BAR",NA,NA,"2001",NA,"Barracouta","Starting Oct 2001",0.0749207988278152
"540",NA,"BAR",NA,NA,"2002",NA,"Barracouta","Starting Oct 2002",0.0776796572511366
"541",NA,"BAR",NA,NA,"2003",NA,"Barracouta","Starting Oct 2003",0.0765440998086808
"542",NA,"BAR",NA,NA,"2004",NA,"Barracouta","Starting Oct 2004",0.076805384501667
"543",NA,"BAR",NA,NA,"2005",NA,"Barracouta","Starting Oct 2005",0.105753626673613
"544",NA,"BAR",NA,NA,"2006",NA,"Barracouta","Starting Oct 2006",0.0989305440943389
"545",NA,"BAR",NA,NA,"2007",NA,"Barracouta","Starting Oct 2007",0.120308376090196
"546",NA,"BAR",NA,NA,"2008",NA,"Barracouta","Starting Oct 2008",0.116105848926345
"547",NA,"BAR",NA,NA,"2009",NA,"Barracouta","Starting Oct 2009",0.106017285969107
"548",NA,"BAR",NA,NA,"2010",NA,"Barracouta","Starting Oct 2010",0.112036094418881
"549",NA,"BAR",NA,NA,"2011",NA,"Barracouta","Starting Oct 2011",0.118401362205774
"550",NA,"BAR",NA,NA,"2012",NA,"Barracouta","Starting Oct 2012",0.113877257723445
"551",NA,"BAR",NA,NA,"2013",NA,"Barracouta","Starting Oct 2013",0.116637310700333
"552",NA,"BAR",NA,NA,"2014",NA,"Barracouta","Starting Oct 2014",0.126053415059953
"553",NA,"BAR",NA,NA,"2021",NA,"Barracouta","Starting Oct 2021",0.112023105372124
"554",NA,"BIG",NA,NA,"2004",NA,"Bigeye Tuna","Starting Oct 2004",8.0971
"555",NA,"BIG",NA,NA,"2005",NA,"Bigeye Tuna","Starting Oct 2005",5.2517
"556",NA,"BCO",NA,NA,"2001",NA,"Blue Cod","Starting Oct 2001",0.537454899162384
"557",NA,"BCO",NA,NA,"2002",NA,"Blue Cod","Starting Oct 2002",0.588897663883302
"558",NA,"BCO",NA,NA,"2003",NA,"Blue Cod","Starting Oct 2003",0.69307520522951
"559",NA,"BCO",NA,NA,"2004",NA,"Blue Cod","Starting Oct 2004",0.630214743457955
"560",NA,"BCO",NA,NA,"2005",NA,"Blue Cod","Starting Oct 2005",0.684662451820787
"561",NA,"BCO",NA,NA,"2006",NA,"Blue Cod","Starting Oct 2006",0.693911027138826
"562",NA,"BCO",NA,NA,"2007",NA,"Blue Cod","Starting Oct 2007",0.736238203826228
"563",NA,"BCO",NA,NA,"2008",NA,"Blue Cod","Starting Oct 2008",0.771907357325439
"564",NA,"BCO",NA,NA,"2009",NA,"Blue Cod","Starting Oct 2009",0.926680221282625
"565",NA,"BCO",NA,NA,"2010",NA,"Blue Cod","Starting Oct 2010",0.916365374990659
"566",NA,"BCO",NA,NA,"2011",NA,"Blue Cod","Starting Oct 2011",0.949529839871492
"567",NA,"BCO",NA,NA,"2012",NA,"Blue Cod","Starting Oct 2012",1.03311227390013
"568",NA,"BCO",NA,NA,"2013",NA,"Blue Cod","Starting Oct 2013",1.1530485205188
"569",NA,"BCO",NA,NA,"2014",NA,"Blue Cod","Starting Oct 2014",1.29259318368214
"570",NA,"BCO",NA,NA,"2021",NA,"Blue Cod","Starting Oct 2021",2.20939376361546
"571",NA,"EMA",NA,NA,"2002",NA,"Blue Mackerel","Starting Oct 2002",0.102341557597978
"572",NA,"EMA",NA,NA,"2003",NA,"Blue Mackerel","Starting Oct 2003",0.135039821208539
"573",NA,"EMA",NA,NA,"2004",NA,"Blue Mackerel","Starting Oct 2004",0.131435802481018
"574",NA,"EMA",NA,NA,"2005",NA,"Blue Mackerel","Starting Oct 2005",0.120413622533406
"575",NA,"EMA",NA,NA,"2006",NA,"Blue Mackerel","Starting Oct 2006",0.119565415746323
"576",NA,"EMA",NA,NA,"2007",NA,"Blue Mackerel","Starting Oct 2007",0.116403760528206
"577",NA,"EMA",NA,NA,"2008",NA,"Blue Mackerel","Starting Oct 2008",0.123651095927439
"578",NA,"EMA",NA,NA,"2009",NA,"Blue Mackerel","Starting Oct 2009",0.117478147760153
"579",NA,"EMA",NA,NA,"2010",NA,"Blue Mackerel","Starting Oct 2010",0.102859192686303
"580",NA,"EMA",NA,NA,"2011",NA,"Blue Mackerel","Starting Oct 2011",0.11307013026432
"581",NA,"EMA",NA,NA,"2012",NA,"Blue Mackerel","Starting Oct 2012",0.117977642259788
"582",NA,"EMA",NA,NA,"2013",NA,"Blue Mackerel","Starting Oct 2013",0.114024956673647
"583",NA,"EMA",NA,NA,"2014",NA,"Blue Mackerel","Starting Oct 2014",0.118192060086255
"584",NA,"EMA",NA,NA,"2021",NA,"Blue Mackerel","Starting Oct 2021",0.0901834710802888
"585",NA,"MOK",NA,NA,"2001",NA,"Blue Moki","Starting Oct 2001",0.39903378633938
"586",NA,"MOK",NA,NA,"2002",NA,"Blue Moki","Starting Oct 2002",0.473480612986443
"587",NA,"MOK",NA,NA,"2003",NA,"Blue Moki","Starting Oct 2003",0.52105803116642
"588",NA,"MOK",NA,NA,"2004",NA,"Blue Moki","Starting Oct 2004",0.436841031914
"589",NA,"MOK",NA,NA,"2005",NA,"Blue Moki","Starting Oct 2005",0.476632523284623
"590",NA,"MOK",NA,NA,"2006",NA,"Blue Moki","Starting Oct 2006",0.488834420727666
"591",NA,"MOK",NA,NA,"2007",NA,"Blue Moki","Starting Oct 2007",0.530129143067549
"592",NA,"MOK",NA,NA,"2008",NA,"Blue Moki","Starting Oct 2008",0.514097933383666
"593",NA,"MOK",NA,NA,"2009",NA,"Blue Moki","Starting Oct 2009",0.566831265696437
"594",NA,"MOK",NA,NA,"2010",NA,"Blue Moki","Starting Oct 2010",0.603908001554514
"595",NA,"MOK",NA,NA,"2011",NA,"Blue Moki","Starting Oct 2011",0.624329596266173
"596",NA,"MOK",NA,NA,"2012",NA,"Blue Moki","Starting Oct 2012",0.667078548836573
"597",NA,"MOK",NA,NA,"2013",NA,"Blue Moki","Starting Oct 2013",0.692506849503004
"598",NA,"MOK",NA,NA,"2014",NA,"Blue Moki","Starting Oct 2014",0.630415818180513
"599",NA,"MOK",NA,NA,"2021",NA,"Blue Moki","Starting Oct 2021",0.580919160821663
"600",NA,"BWS",NA,NA,"2004",NA,"Blue shark","Starting Oct 2004",0.067
"601",NA,"BWS",NA,NA,"2005",NA,"Blue shark","Starting Oct 2005",0.0519
"602",NA,"BWS",NA,NA,"2006",NA,"Blue shark","Starting Oct 2006",0.0597
"603",NA,"BWS",NA,NA,"2007",NA,"Blue shark","Starting Oct 2007",0.0605
"604",NA,"BWS",NA,NA,"2008",NA,"Blue shark","Starting Oct 2008",0.0628
"605",NA,"BWS",NA,NA,"2009",NA,"Blue shark","Starting Oct 2009",0.0494
"606",NA,"BWS",NA,NA,"2010",NA,"Blue shark","Starting Oct 2010",0.0538
"607",NA,"BWS",NA,NA,"2011",NA,"Blue shark","Starting Oct 2011",0.0551
"608",NA,"BWS",NA,NA,"2012",NA,"Blue shark","Starting Oct 2012",0.0512
"609",NA,"BWS",NA,NA,"2013",NA,"Blue shark","Starting Oct 2013",0.0504
"610",NA,"BWS",NA,NA,"2014",NA,"Blue shark","Starting Oct 2014",0.0496
"611",NA,"BWS",NA,NA,"2021",NA,"Blue shark","Starting Oct 2021",0.0503
"612",NA,"WAR",NA,NA,"2001",NA,"Blue Warehou","Starting Oct 2001",0.252821804633772
"613",NA,"WAR",NA,NA,"2002",NA,"Blue Warehou","Starting Oct 2002",0.270146985421535
"614",NA,"WAR",NA,NA,"2003",NA,"Blue Warehou","Starting Oct 2003",0.267854608752404
"615",NA,"WAR",NA,NA,"2004",NA,"Blue Warehou","Starting Oct 2004",0.25549018346053
"616",NA,"WAR",NA,NA,"2005",NA,"Blue Warehou","Starting Oct 2005",0.283028372041224
"617",NA,"WAR",NA,NA,"2006",NA,"Blue Warehou","Starting Oct 2006",0.249346887835008
"618",NA,"WAR",NA,NA,"2007",NA,"Blue Warehou","Starting Oct 2007",0.601077875320886
"619",NA,"WAR",NA,NA,"2008",NA,"Blue Warehou","Starting Oct 2008",0.565683420296753
"620",NA,"WAR",NA,NA,"2009",NA,"Blue Warehou","Starting Oct 2009",0.324166314304636
"621",NA,"WAR",NA,NA,"2010",NA,"Blue Warehou","Starting Oct 2010",0.31755835915238
"622",NA,"WAR",NA,NA,"2011",NA,"Blue Warehou","Starting Oct 2011",0.341290780031156
"623",NA,"WAR",NA,NA,"2012",NA,"Blue Warehou","Starting Oct 2012",0.331475366266447
"624",NA,"WAR",NA,NA,"2013",NA,"Blue Warehou","Starting Oct 2013",0.351546996169121
"625",NA,"WAR",NA,NA,"2014",NA,"Blue Warehou","Starting Oct 2014",0.285445271011668
"626",NA,"WAR",NA,NA,"2021",NA,"Blue Warehou","Starting Oct 2021",0.2852
"627",NA,"BNS",NA,NA,"2001",NA,"Bluenose","Starting Oct 2001",1.35074763867457
"628",NA,"BNS",NA,NA,"2002",NA,"Bluenose","Starting Oct 2002",1.43271108778707
"629",NA,"BNS",NA,NA,"2003",NA,"Bluenose","Starting Oct 2003",1.2644730874718
"630",NA,"BNS",NA,NA,"2004",NA,"Bluenose","Starting Oct 2004",1.11537950448952
"631",NA,"BNS",NA,NA,"2005",NA,"Bluenose","Starting Oct 2005",1.58187122327085
"632",NA,"BNS",NA,NA,"2006",NA,"Bluenose","Starting Oct 2006",1.35476480679677
"633",NA,"BNS",NA,NA,"2007",NA,"Bluenose","Starting Oct 2007",1.4693789433909
"634",NA,"BNS",NA,NA,"2008",NA,"Bluenose","Starting Oct 2008",1.73004569381718
"635",NA,"BNS",NA,NA,"2009",NA,"Bluenose","Starting Oct 2009",1.702795459549
"636",NA,"BNS",NA,NA,"2010",NA,"Bluenose","Starting Oct 2010",1.75224689474788
"637",NA,"BNS",NA,NA,"2011",NA,"Bluenose","Starting Oct 2011",1.90518557522481
"638",NA,"BNS",NA,NA,"2012",NA,"Bluenose","Starting Oct 2012",2.11029020510605
"639",NA,"BNS",NA,NA,"2013",NA,"Bluenose","Starting Oct 2013",2.21011451789367
"640",NA,"BNS",NA,NA,"2014",NA,"Bluenose","Starting Oct 2014",2.17094150277211
"641",NA,"BNS",NA,NA,"2021",NA,"Bluenose","Starting Oct 2021",2.91581924140765
"642",NA,"BUT",NA,NA,"2002",NA,"Butterfish","Starting Oct 2002",1.19444744115566
"643",NA,"BUT",NA,NA,"2003",NA,"Butterfish","Starting Oct 2003",1.1504069434121
"644",NA,"BUT",NA,NA,"2004",NA,"Butterfish","Starting Oct 2004",1.19758955379108
"645",NA,"BUT",NA,NA,"2005",NA,"Butterfish","Starting Oct 2005",1.11477616541516
"646",NA,"BUT",NA,NA,"2006",NA,"Butterfish","Starting Oct 2006",0.971726160869386
"647",NA,"BUT",NA,NA,"2007",NA,"Butterfish","Starting Oct 2007",0.948378198185257
"648",NA,"BUT",NA,NA,"2008",NA,"Butterfish","Starting Oct 2008",0.97114480235174
"649",NA,"BUT",NA,NA,"2009",NA,"Butterfish","Starting Oct 2009",1.33410593286437
"650",NA,"BUT",NA,NA,"2010",NA,"Butterfish","Starting Oct 2010",1.10268564612993
"651",NA,"BUT",NA,NA,"2011",NA,"Butterfish","Starting Oct 2011",0.838677379991306
"652",NA,"BUT",NA,NA,"2012",NA,"Butterfish","Starting Oct 2012",0.957281445036425
"653",NA,"BUT",NA,NA,"2013",NA,"Butterfish","Starting Oct 2013",1.04241327986479
"654",NA,"BUT",NA,NA,"2014",NA,"Butterfish","Starting Oct 2014",0.891982272499107
"655",NA,"BUT",NA,NA,"2021",NA,"Butterfish","Starting Oct 2021",0.799827849702233
"656",NA,"CDL",NA,NA,"2001",NA,"Cardinalfish","Starting Oct 2001",0.130981151942716
"657",NA,"CDL",NA,NA,"2002",NA,"Cardinalfish","Starting Oct 2002",0.123579137611819
"658",NA,"CDL",NA,NA,"2003",NA,"Cardinalfish","Starting Oct 2003",0.107296480845996
"659",NA,"CDL",NA,NA,"2004",NA,"Cardinalfish","Starting Oct 2004",0.107932127091268
"660",NA,"CDL",NA,NA,"2005",NA,"Cardinalfish","Starting Oct 2005",0.130391977246702
"661",NA,"CDL",NA,NA,"2006",NA,"Cardinalfish","Starting Oct 2006",0.106707646037771
"662",NA,"CDL",NA,NA,"2007",NA,"Cardinalfish","Starting Oct 2007",0.112038545600764
"663",NA,"CDL",NA,NA,"2008",NA,"Cardinalfish","Starting Oct 2008",0.0925525415648201
"664",NA,"CDL",NA,NA,"2009",NA,"Cardinalfish","Starting Oct 2009",0.102320775890416
"665",NA,"CDL",NA,NA,"2010",NA,"Cardinalfish","Starting Oct 2010",0.130467569427401
"666",NA,"CDL",NA,NA,"2011",NA,"Cardinalfish","Starting Oct 2011",0.138929616357642
"667",NA,"CDL",NA,NA,"2012",NA,"Cardinalfish","Starting Oct 2012",0.123117009539564
"668",NA,"CDL",NA,NA,"2013",NA,"Cardinalfish","Starting Oct 2013",0.121953475954292
"669",NA,"CDL",NA,NA,"2014",NA,"Cardinalfish","Starting Oct 2014",0.127306369748423
"670",NA,"CDL",NA,NA,"2021",NA,"Cardinalfish","Starting Oct 2021",0.1516
"671",NA,"COC",NA,NA,"2002",NA,"Cockle","Starting Oct 2002",0.8012
"672",NA,"COC",NA,NA,"2003",NA,"Cockle","Starting Oct 2003",0.8074
"673",NA,"COC",NA,NA,"2004",NA,"Cockle","Starting Oct 2004",1
"674",NA,"COC",NA,NA,"2006",NA,"Cockle","Starting Oct 2006",1.0523
"675",NA,"COC",NA,NA,"2010",NA,"Cockle","Starting Oct 2010",1.0141
"676",NA,"OYU",NA,NA,"2001",NA,"Dredge Oyster","Starting Oct 2001",0.29
"677",NA,"OYU",NA,NA,"2002",NA,"Dredge Oyster","Starting Oct 2002",0.3342
"678",NA,"OYU",NA,NA,"2003",NA,"Dredge Oyster","Starting Oct 2003",0.3816
"679",NA,"OYU",NA,NA,"2004",NA,"Dredge Oyster","Starting Oct 2004",0.3169
"680",NA,"OYU",NA,NA,"2006",NA,"Dredge Oyster","Starting Oct 2006",0.2345
"681",NA,"OYS",NA,NA,"2007",NA,"Dredge Oyster","Starting Oct 2007",0.250025904000773
"682",NA,"OYU",NA,NA,"2007",NA,"Dredge Oyster","Starting Oct 2007",0.250025904000773
"683",NA,"OYU",NA,NA,"2008",NA,"Dredge Oyster","Starting Oct 2008",0.2201
"684",NA,"OYU",NA,NA,"2009",NA,"Dredge Oyster","Starting Oct 2009",0.2257
"685",NA,"OYU",NA,NA,"2010",NA,"Dredge Oyster","Starting Oct 2010",0.2204
"686",NA,"OYU",NA,NA,"2011",NA,"Dredge Oyster","Starting Oct 2011",0.2221
"687",NA,"OYU",NA,NA,"2012",NA,"Dredge Oyster","Starting Oct 2012",0.2121
"688",NA,"OYU",NA,NA,"2013",NA,"Dredge Oyster","Starting Oct 2013",0.2127
"689",NA,"OYU",NA,NA,"2014",NA,"Dredge Oyster","Starting Oct 2014",0.2144
"690",NA,"ELE",NA,NA,"2001",NA,"Elephant Fish","Starting Oct 2001",0.706617975194758
"691",NA,"ELE",NA,NA,"2002",NA,"Elephant Fish","Starting Oct 2002",0.846710418810002
"692",NA,"ELE",NA,NA,"2003",NA,"Elephant Fish","Starting Oct 2003",0.932394750151073
"693",NA,"ELE",NA,NA,"2004",NA,"Elephant Fish","Starting Oct 2004",0.899376729365443
"694",NA,"ELE",NA,NA,"2005",NA,"Elephant Fish","Starting Oct 2005",0.813997612975383
"695",NA,"ELE",NA,NA,"2006",NA,"Elephant Fish","Starting Oct 2006",0.811965658943612
"696",NA,"ELE",NA,NA,"2007",NA,"Elephant Fish","Starting Oct 2007",0.661602150071504
"697",NA,"ELE",NA,NA,"2008",NA,"Elephant Fish","Starting Oct 2008",0.744559303591566
"698",NA,"ELE",NA,NA,"2009",NA,"Elephant Fish","Starting Oct 2009",0.742765927871792
"699",NA,"ELE",NA,NA,"2010",NA,"Elephant Fish","Starting Oct 2010",0.885050791677664
"700",NA,"ELE",NA,NA,"2011",NA,"Elephant Fish","Starting Oct 2011",0.826928617621967
"701",NA,"ELE",NA,NA,"2012",NA,"Elephant Fish","Starting Oct 2012",0.748385483224626
"702",NA,"ELE",NA,NA,"2013",NA,"Elephant Fish","Starting Oct 2013",0.843133520100307
"703",NA,"ELE",NA,NA,"2014",NA,"Elephant Fish","Starting Oct 2014",0.738380936591253
"704",NA,"ELE",NA,NA,"2021",NA,"Elephant Fish","Starting Oct 2021",0.640096331438787
"705",NA,"FLA",NA,NA,"2001",NA,"Flatfish","Starting Oct 2001",0.503236471941139
"706",NA,"FLA",NA,NA,"2002",NA,"Flatfish","Starting Oct 2002",0.608841778533386
"707",NA,"FLA",NA,NA,"2003",NA,"Flatfish","Starting Oct 2003",0.586784295186836
"708",NA,"FLA",NA,NA,"2004",NA,"Flatfish","Starting Oct 2004",0.602915631702752
"709",NA,"FLA",NA,NA,"2005",NA,"Flatfish","Starting Oct 2005",0.616922665756428
"710",NA,"FLA",NA,NA,"2006",NA,"Flatfish","Starting Oct 2006",0.630455253398707
"711",NA,"FLA",NA,NA,"2007",NA,"Flatfish","Starting Oct 2007",0.681598977680267
"712",NA,"FLA",NA,NA,"2008",NA,"Flatfish","Starting Oct 2008",0.711316923059574
"713",NA,"FLA",NA,NA,"2009",NA,"Flatfish","Starting Oct 2009",0.553563596129668
"714",NA,"FLA",NA,NA,"2010",NA,"Flatfish","Starting Oct 2010",0.563593997964101
"715",NA,"FLA",NA,NA,"2011",NA,"Flatfish","Starting Oct 2011",0.841064813613014
"716",NA,"FLA",NA,NA,"2012",NA,"Flatfish","Starting Oct 2012",0.640303299288475
"717",NA,"FLA",NA,NA,"2013",NA,"Flatfish","Starting Oct 2013",0.583716374255785
"718",NA,"FLA",NA,NA,"2014",NA,"Flatfish","Starting Oct 2014",0.598344939776164
"719",NA,"FLA",NA,NA,"2021",NA,"Flatfish","Starting Oct 2021",1.26184276440201
"720",NA,"FRO",NA,NA,"2001",NA,"Frostfish","Starting Oct 2001",0.0525840463337761
"721",NA,"FRO",NA,NA,"2002",NA,"Frostfish","Starting Oct 2002",0.0589656886365791
"722",NA,"FRO",NA,NA,"2003",NA,"Frostfish","Starting Oct 2003",0.0611166354907163
"723",NA,"FRO",NA,NA,"2004",NA,"Frostfish","Starting Oct 2004",0.0586406856896729
"724",NA,"FRO",NA,NA,"2005",NA,"Frostfish","Starting Oct 2005",0.0591264093491947
"725",NA,"FRO",NA,NA,"2006",NA,"Frostfish","Starting Oct 2006",0.0660490631013892
"726",NA,"FRO",NA,NA,"2007",NA,"Frostfish","Starting Oct 2007",0.0700803923377968
"727",NA,"FRO",NA,NA,"2008",NA,"Frostfish","Starting Oct 2008",0.065933053412697
"728",NA,"FRO",NA,NA,"2009",NA,"Frostfish","Starting Oct 2009",0.0655311461107942
"729",NA,"FRO",NA,NA,"2010",NA,"Frostfish","Starting Oct 2010",0.0636646368935687
"730",NA,"FRO",NA,NA,"2011",NA,"Frostfish","Starting Oct 2011",0.0729135481945175
"731",NA,"FRO",NA,NA,"2012",NA,"Frostfish","Starting Oct 2012",0.0701782443255046
